time,latitude,longitude,mag,net,place
2018-01-23T11:27:22.379Z,56.0596,-149.7512,3.9,ak,"251km SE of Kodiak, Alaska"
2018-01-23T11:26:44.735Z,55.7249,-149.1055,3.8,ak,Gulf of Alaska
2018-01-23T11:22:56.840Z,55.8769,-148.8337,3.9,us,Gulf of Alaska
2018-01-23T11:22:23.355Z,55.9488,-150.1101,3.5,ak,"248km SE of Kodiak, Alaska"
2018-01-23T11:21:58.751Z,38.4699,-118.3529,0.3,nn,"24km ESE of Hawthorne, Nevada"
2018-01-23T11:21:51.944Z,62.4119,-151.381,1.9,ak,"66km W of Talkeetna, Alaska"
2018-01-23T11:19:48.852Z,56.0556,-150.0997,3.8,ak,"243km SE of Kodiak, Alaska"
2018-01-23T11:16:24.992Z,39.744,-120.3149,0.5,nn,"15km ESE of Portola, California"
2018-01-23T11:16:06.169Z,56.1721,-149.4351,3.9,ak,"250km SE of Kodiak, Alaska"
2018-01-23T11:15:18.597Z,56.4554,-148.5062,3.5,ak,"279km ESE of Kodiak, Alaska"
2018-01-23T11:13:43.394Z,56.3171,-149.3304,3.8,ak,"248km SE of Kodiak, Alaska"
2018-01-23T11:11:11.100Z,19.1816667,-155.42,1.73,hv,"6km ESE of Pahala, Hawaii"
2018-01-23T11:10:25.287Z,55.9233,-149.8756,3.7,ak,"270km SE of Kodiak, Alaska"
2018-01-23T11:10:03.185Z,56.6923,-149.1685,3.5,ak,"229km ESE of Kodiak, Alaska"
2018-01-23T11:07:33.660Z,56.1586,-149.3909,3,ak,"258km SE of Kodiak, Alaska"
2018-01-23T11:05:27.501Z,55.7264,-149.2376,3.5,ak,"300km SE of Kodiak, Alaska"
2018-01-23T11:02:20.261Z,55.9922,-149.5143,3.2,ak,"266km SE of Kodiak, Alaska"
2018-01-23T11:00:23.279Z,55.9883,-149.8697,3.1,ak,"253km SE of Kodiak, Alaska"
2018-01-23T10:58:27.685Z,56.6091,-148.7151,3.8,ak,"260km ESE of Kodiak, Alaska"
2018-01-23T10:57:20.465Z,38.4007,-118.3569,0.7,nn,"27km ESE of Hawthorne, Nevada"
2018-01-23T10:56:41.731Z,36.8105,-115.8815,1,nn,"67km N of Pahrump, Nevada"
2018-01-23T10:56:34.229Z,56.0249,-149.4447,3.5,ak,"266km SE of Kodiak, Alaska"
2018-01-23T10:56:21.020Z,41.0133333,-111.7346667,1.38,uu,"5km WSW of Morgan, Utah"
2018-01-23T10:55:37.200Z,38.8095016,-122.8134995,0.85,nc,"6km NW of The Geysers, CA"
2018-01-23T10:55:23.412Z,55.9621,-150.1227,3.6,ak,"246km SE of Kodiak, Alaska"
2018-01-23T10:53:54.731Z,56.0033,-149.4561,3.2,ak,"268km SE of Kodiak, Alaska"
2018-01-23T10:52:42.687Z,38.9917,-118.2004,1.6,nn,"27km WNW of Gabbs, Nevada"
2018-01-23T10:51:51.438Z,36.8101,-115.8704,0.8,nn,"67km N of Pahrump, Nevada"
2018-01-23T10:49:49.095Z,56.1224,-149.1575,3.6,ak,"271km SE of Kodiak, Alaska"
2018-01-23T10:47:39.188Z,56.236,-149.8466,3.5,ak,"232km SE of Kodiak, Alaska"
2018-01-23T10:42:51.998Z,55.9038,-149.1721,4.7,ak,"295km SE of Kodiak, Alaska"
2018-01-23T10:42:09.401Z,56.1007,-149.2049,3.8,ak,"270km SE of Kodiak, Alaska"
2018-01-23T10:40:32.139Z,56.4678,-149.1449,3.1,ak,"246km SE of Kodiak, Alaska"
2018-01-23T10:39:34.644Z,57.8431,-153.3041,3.1,ak,"42km WNW of Kodiak Station, Alaska"
2018-01-23T10:39:09.230Z,33.4826667,-116.79,0.94,ci,"8km ENE of Aguanga, CA"
2018-01-23T10:38:27.308Z,55.9836,-149.3432,3.9,ak,"274km SE of Kodiak, Alaska"
2018-01-23T10:37:55.711Z,51.1673,179.6137,2.1,ak,"87km S of Semisopochnoi Island, Alaska"
2018-01-23T10:34:38.972Z,56.0506,-149.4542,4.2,ak,"273km SE of Kodiak, Alaska"
2018-01-23T10:31:19.878Z,56.1596,-149.2796,4,ak,"257km SE of Kodiak, Alaska"
2018-01-23T10:30:38.871Z,56.2341,-149.3511,3.4,ak,"253km SE of Kodiak, Alaska"
2018-01-23T10:28:59.539Z,56.403,-149.2966,3.7,ak,"243km SE of Kodiak, Alaska"
2018-01-23T10:27:52.487Z,56.4975,-148.7047,3.5,ak,"266km ESE of Kodiak, Alaska"
2018-01-23T10:25:00.529Z,56.1347,-148.7856,3.8,ak,"287km SE of Kodiak, Alaska"
2018-01-23T10:21:37.164Z,56.011,-149.8211,4.4,ak,"244km SE of Kodiak, Alaska"
2018-01-23T10:19:46.357Z,56.3845,-149.4152,3.5,ak,"239km SE of Kodiak, Alaska"
2018-01-23T10:18:16.634Z,56.1224,-149.7437,3.7,ak,"246km SE of Kodiak, Alaska"
2018-01-23T10:16:05.412Z,56.145,-148.7067,5,ak,"283km SE of Kodiak, Alaska"
2018-01-23T10:13:49.420Z,56.4504,-148.5873,3,ak,"275km ESE of Kodiak, Alaska"
2018-01-23T10:11:28.010Z,38.8408318,-122.8261642,1.05,nc,"9km WNW of Cobb, CA"
2018-01-23T10:10:14.016Z,55.9986,-149.4047,4.3,ak,"270km SE of Kodiak, Alaska"
2018-01-23T10:09:04.188Z,55.9541,-149.2752,4.4,ak,"279km SE of Kodiak, Alaska"
2018-01-23T10:05:21.586Z,56.0843,-149.5911,3.9,ak,"244km SE of Kodiak, Alaska"
2018-01-23T10:03:58.751Z,56.2527,-148.2621,4.4,ak,Gulf of Alaska
2018-01-23T09:59:58.568Z,56.0336,-149.0457,4.7,ak,"259km SE of Kodiak, Alaska"
2018-01-23T09:59:11.655Z,56.1786,-149.1718,4.1,ak,"266km SE of Kodiak, Alaska"
2018-01-23T09:57:24.807Z,56.3019,-148.474,4.3,ak,"290km ESE of Kodiak, Alaska"
2018-01-23T09:55:38.324Z,56.1162,-149.4538,4.5,ak,"258km SE of Kodiak, Alaska"
2018-01-23T09:55:38.239Z,56.1052,-149.4563,4.5,ak,"264km SE of Kodiak, Alaska"
2018-01-23T09:47:56.510Z,56.1464,-149.2264,4.6,ak,"258km SE of Kodiak, Alaska"
2018-01-23T09:47:55.574Z,56.1771,-149.1559,4.8,ak,"267km SE of Kodiak, Alaska"
2018-01-23T09:40:51.940Z,38.7755,-122.7266667,1.05,nc,"3km E of The Geysers, CA"
2018-01-23T09:33:06.105Z,51.549,-175.3564,2.6,ak,"97km ESE of Adak, Alaska"
2018-01-23T09:31:42.940Z,56.0464,-149.0728,7.9,us,"280km SE of Kodiak, Alaska"
2018-01-23T09:18:45.341Z,39.0455,-118.8138,1.2,nn,"30km ENE of Yerington, Nevada"
2018-01-23T09:11:01.130Z,33.6423333,-116.7571667,0.6,ci,"11km SSW of Idyllwild, CA"
2018-01-23T09:05:05.520Z,43.4723,-126.9777,3.2,us,"212km WNW of Bandon, Oregon"
2018-01-23T09:04:27.080Z,33.6163333,-117.2516667,0.89,ci,"3km NE of Wildomar, CA"
2018-01-23T09:02:46.870Z,19.3788333,-155.2265,1.63,hv,"5km SSE of Volcano, Hawaii"
2018-01-23T08:58:25.898Z,61.4817,-151.1332,1.4,ak,"62km W of Big Lake, Alaska"
2018-01-23T08:51:40.980Z,37.54,-118.9848333,0.4,nc,"11km S of Mammoth Lakes, CA"
2018-01-23T08:49:25.980Z,33.5086667,-116.794,0.26,ci,"10km NE of Aguanga, CA"
2018-01-23T08:47:19.238Z,51.7414,-178.4313,1.7,ak,"25km SW of Tanaga Volcano, Alaska"
2018-01-23T08:29:22.995Z,39.0389,-118.8125,1,nn,"30km E of Yerington, Nevada"
2018-01-23T08:28:51.031Z,39.0404,-118.8149,1,nn,"30km ENE of Yerington, Nevada"
2018-01-23T08:24:08.480Z,50.0507,-179.3203,2.7,us,"135km S of Amatignak Island, Alaska"
2018-01-23T08:18:09.065Z,38.896,-118.1835,1.1,nn,"22km W of Gabbs, Nevada"
2018-01-23T08:13:28.510Z,37.579,-118.836,0.8,nc,"14km W of Toms Place, CA"
2018-01-23T08:05:52.150Z,37.6575,-118.8665,0.75,nc,"10km ENE of Mammoth Lakes, CA"
2018-01-23T08:03:42.413Z,62.5055,-149.0475,1.5,ak,"56km NE of Y, Alaska"
2018-01-23T07:52:04.350Z,-18.1328,-178.4424,4.6,us,"279km N of Ndoi Island, Fiji"
2018-01-23T07:49:53.069Z,38.4441,-118.7039,0.4,nn,"11km SW of Hawthorne, Nevada"
2018-01-23T07:45:23.050Z,38.8079987,-122.7928314,0.52,nc,"5km NW of The Geysers, CA"
2018-01-23T07:41:14.960Z,44.2465,-114.1085,1.37,mb,"30km SSE of Challis, Idaho"
2018-01-23T07:28:25.454Z,39.3855,-119.7498,0.4,nn,"12km NW of Virginia City, Nevada"
2018-01-23T07:26:21.090Z,38.8238333,-122.8526667,1.43,nc,"10km WNW of The Geysers, CA"
2018-01-23T07:08:47.990Z,46.923,-112.3693333,1.15,mb,"24km E of Lincoln, Montana"
2018-01-23T07:06:43.870Z,35.6754,-97.4066,1.9,us,"6km ENE of Edmond, Oklahoma"
2018-01-23T07:06:34.610Z,38.838665,-122.8310013,0.91,nc,"9km NW of The Geysers, CA"
2018-01-23T07:06:26.100Z,38.8228333,-122.8236667,0.15,nc,"8km NW of The Geysers, CA"
2018-01-23T06:47:51.670Z,38.8380013,-122.8314972,0.94,nc,"9km NW of The Geysers, CA"
2018-01-23T06:45:02.950Z,33.5073333,-116.444,0.52,ci,"21km SW of La Quinta, CA"
2018-01-23T06:42:17.260Z,36.944,-97.3636,2.9,us,"17km NNW of Blackwell, Oklahoma"
2018-01-23T06:34:54.240Z,-7.1958,105.9181,6,us,"40km S of Binuangeun, Indonesia"
2018-01-23T06:34:33.310Z,33.5125,-116.7951667,0.68,ci,"10km NE of Aguanga, CA"
2018-01-23T06:33:24.060Z,36.941,-97.365,2.9,us,"16km NNW of Blackwell, Oklahoma"
2018-01-23T06:21:08.175Z,60.2919,-151.028,1.9,ak,"17km ESE of Cohoe, Alaska"
2018-01-23T06:11:51.699Z,51.344,-168.5509,3.3,ak,"178km S of Nikolski, Alaska"
2018-01-23T06:07:31.150Z,38.7638333,-122.6996667,1.23,nc,"1km SSW of Anderson Springs, CA"
2018-01-23T06:03:02.950Z,37.6291667,-118.9098333,0.35,nc,"6km E of Mammoth Lakes, CA"
2018-01-23T06:02:49.010Z,34.0451667,-117.2506667,1.26,ci,"1km ESE of Loma Linda, CA"
2018-01-23T05:59:57.490Z,-5.8841,154.7071,5.4,us,"98km WNW of Arawa, Papua New Guinea"
2018-01-23T05:57:56.100Z,19.3783333,-155.2288333,1.52,hv,"5km S of Volcano, Hawaii"
2018-01-23T05:55:28.820Z,35.8431667,-119.796,1.87,nc,"24km SE of Kettleman City, CA"
2018-01-23T05:51:32.800Z,37.5751667,-119.0066667,0.84,nc,"7km SSW of Mammoth Lakes, CA"
2018-01-23T05:31:34.280Z,8.2383,-75.0054,4.5,us,"5km W of Pueblo Nuevo, Colombia"
2018-01-23T05:18:10.810Z,38.8209991,-122.8051682,0.55,nc,"6km NW of The Geysers, CA"
2018-01-23T05:17:30.480Z,35.9141667,-89.9021667,0.81,nm,"2km SE of Blytheville, Arkansas"
2018-01-23T05:16:51.360Z,35.9265,-89.9221667,1.54,nm,"0km WSW of Blytheville, Arkansas"
2018-01-23T05:05:14.460Z,38.7888333,-122.761,1.95,nc,"1km NNW of The Geysers, CA"
2018-01-23T05:00:03.040Z,38.8225,-122.7975,1.16,nc,"6km NW of The Geysers, CA"
2018-01-23T04:57:18.750Z,38.789,-122.7781667,1.13,nc,"2km NW of The Geysers, CA"
2018-01-23T04:57:15.170Z,38.7893333,-122.7731667,1.31,nc,"2km NW of The Geysers, CA"
2018-01-23T04:56:46.700Z,38.7896667,-122.778,2.77,nc,"2km NW of The Geysers, CA"
2018-01-23T04:45:34.735Z,65.2173,-161.6741,1,ak,"155km NNW of Unalakleet, Alaska"
2018-01-23T04:39:11.550Z,38.8448334,-122.8264999,0.91,nc,"9km WNW of Cobb, CA"
2018-01-23T04:29:19.840Z,37.5978333,-118.8196667,0.46,nc,"13km WNW of Toms Place, CA"
2018-01-23T04:27:58.362Z,62.5284,-149.3825,1.2,ak,"43km ENE of Talkeetna, Alaska"
2018-01-23T03:48:28.080Z,33.5128333,-116.7958333,0.26,ci,"10km NE of Aguanga, CA"
2018-01-23T03:48:02.920Z,33.5083333,-116.7923333,0.47,ci,"10km NE of Aguanga, CA"
2018-01-23T03:45:51.640Z,38.4778333,-113.1221667,1.44,uu,"13km NW of Milford, Utah"
2018-01-23T03:45:16.640Z,33.6237,46.8936,4.7,us,"43km E of Ilam, Iran"
2018-01-23T03:38:02.490Z,38.7598333,-122.7298333,0.25,nc,"3km SE of The Geysers, CA"
2018-01-23T03:31:48.170Z,36.9681667,-121.6075,0.92,nc,"5km SW of Gilroy, CA"
2018-01-23T03:16:30.120Z,-35.0175,-108.8897,5,us,Southern East Pacific Rise
2018-01-23T03:05:22.903Z,39.0246,-118.1063,0.5,nn,"23km NW of Gabbs, Nevada"
2018-01-23T03:04:48.530Z,32.6146667,-116.1711667,1.19,ci,"21km SW of Ocotillo, CA"
2018-01-23T02:56:57.090Z,62.0916,-149.5213,1.4,ak,"18km ESE of Y, Alaska"
2018-01-23T02:53:38.350Z,40.0513333,-121.017,2.03,nc,"2km NW of Paxton, CA"
2018-01-23T02:47:47.200Z,18.9191667,-155.536,2,hv,"29km SE of Hawaiian Ocean View, Hawaii"
2018-01-23T02:43:57.240Z,37.5851667,-119.0078333,0.17,nc,"6km SSW of Mammoth Lakes, CA"
2018-01-23T02:42:06.489Z,49.9864,-179.4804,2.9,ak,"144km S of Amatignak Island, Alaska"
2018-01-23T02:33:15.200Z,62.2515,-149.6451,1.2,ak,"14km NE of Y, Alaska"
2018-01-23T02:25:57.660Z,33.4928333,-116.7905,0.61,ci,"9km NE of Aguanga, CA"
2018-01-23T02:25:45.330Z,33.6596667,-116.7688333,0.21,ci,"10km SSW of Idyllwild, CA"
2018-01-23T02:22:24.634Z,51.7101,-174.5039,1.8,ak,"57km SSW of Atka, Alaska"
2018-01-23T02:19:07.490Z,33.5036667,-116.7908333,0.4,ci,"10km NE of Aguanga, CA"
2018-01-23T02:11:45.230Z,38.7368333,-122.6946667,1.17,nc,"4km S of Anderson Springs, CA"
2018-01-23T02:00:53.169Z,50.8427,-173.8279,2.3,ak,"152km S of Atka, Alaska"
2018-01-23T01:57:32.449Z,64.6763,-149.2104,0.2,ak,"11km NNW of North Nenana, Alaska"
2018-01-23T01:55:21.470Z,37.6221667,-118.9383333,0.42,nc,"4km ESE of Mammoth Lakes, CA"
2018-01-23T01:48:09.656Z,38.4236,-118.8969,0.6,nn,"26km WSW of Hawthorne, Nevada"
2018-01-23T01:45:41.860Z,37.5805,-119.0043333,0.56,nc,"7km SSW of Mammoth Lakes, CA"
2018-01-23T01:43:05.030Z,37.5805,-119.0043333,0.71,nc,"7km SSW of Mammoth Lakes, CA"
2018-01-23T01:39:23.170Z,38.8235016,-122.8440018,0.56,nc,"9km NW of The Geysers, CA"
2018-01-23T01:37:08.054Z,64.8564,-147.3035,1.4,ak,"11km N of North Pole, Alaska"
2018-01-23T01:35:08.106Z,62.6251,-151.2543,1.2,ak,"67km WNW of Talkeetna, Alaska"
2018-01-23T01:33:03.130Z,37.5811667,-119.0056667,0.17,nc,"7km SSW of Mammoth Lakes, CA"
2018-01-23T01:32:44.340Z,39.4181667,-123.3065,2.57,nc,"4km ENE of Willits, CA"
2018-01-23T01:31:37.860Z,37.5791667,-119.0053333,0.83,nc,"7km SSW of Mammoth Lakes, CA"
2018-01-23T01:26:09.780Z,41.3939,69.0047,4.6,us,"14km WSW of Saryaghash, Kazakhstan"
2018-01-23T01:24:12.571Z,51.5902,-175.5912,2,ak,"80km ESE of Adak, Alaska"
2018-01-23T01:19:18.678Z,36.6405,-116.9207,-0.3,nn,"33km SSW of Beatty, Nevada"
2018-01-23T01:16:39.440Z,36.7335,-121.1383333,1.41,nc,"17km ESE of Tres Pinos, CA"
2018-01-23T01:16:30.441Z,64.8616,-147.3302,1.8,ak,"11km NE of Badger, Alaska"
2018-01-23T01:06:06.240Z,46.8911667,-112.5208333,0.55,mb,"14km ESE of Lincoln, Montana"
2018-01-23T00:53:14.800Z,33.7303333,-117.4938333,1.24,ci,"12km NE of Trabuco Canyon, CA"
2018-01-23T00:52:23.900Z,47.7103333,-113.5988333,0.23,mb,"40km ENE of Pablo, Montana"
2018-01-23T00:50:43.393Z,63.2523,-151.0404,1,ak,"105km W of Cantwell, Alaska"
2018-01-23T00:48:06.770Z,46.1711667,-122.1761667,0.3,uw,"35km NE of Amboy, Washington"
2018-01-23T00:47:20.928Z,59.7131,-152.9351,2.3,ak,"62km W of Anchor Point, Alaska"
2018-01-23T00:46:52.200Z,33.777,-116.9716667,1.15,ci,"1km WSW of San Jacinto, CA"
2018-01-23T00:42:35.140Z,38.8146667,-122.8271667,0.26,nc,"7km NW of The Geysers, CA"
2018-01-23T00:34:30.630Z,46.5881667,-122.971,1.4,uw,"5km WNW of Napavine, Washington"
2018-01-23T00:25:36.208Z,63.4396,-145.1519,1,ak,"48km S of Deltana, Alaska"
2018-01-23T00:18:56.880Z,40.6985,-122.3825,1.69,nc,"2km NNW of Shasta Lake, CA"
2018-01-23T00:12:33.543Z,51.6415,-178.4241,2,ak,"33km SW of Tanaga Volcano, Alaska"
2018-01-23T00:11:13.118Z,64.9927,-147.3425,1.1,ak,"23km NNE of Badger, Alaska"
2018-01-23T00:10:16.049Z,59.7455,-153.1408,1.9,ak,"73km W of Anchor Point, Alaska"
2018-01-23T00:09:25.000Z,37.6343333,-118.9168333,1.66,nc,"6km E of Mammoth Lakes, CA"
2018-01-23T00:08:16.100Z,19.5333333,-155.312,2.02,hv,"13km NW of Volcano, Hawaii"
2018-01-23T00:06:19.630Z,33.6346667,-116.6851667,0.52,ci,"9km N of Anza, CA"
2018-01-22T23:57:46.830Z,47.9495,-114.2216667,-0.48,mb,"7km S of Lakeside, Montana"
2018-01-22T23:55:03.400Z,36.8506667,-121.3141667,1.79,nc,"6km NE of Ridgemark, CA"
2018-01-22T23:52:59.074Z,63.148,-150.4757,1.4,ak,"81km WSW of Cantwell, Alaska"
2018-01-22T23:49:25.430Z,38.8274994,-122.8513336,0.55,nc,"10km NW of The Geysers, CA"
2018-01-22T23:45:38.806Z,63.1447,-149.8492,1.4,ak,"52km WSW of Cantwell, Alaska"
2018-01-22T23:44:53.520Z,38.814167,-122.8180008,1.19,nc,"7km NW of The Geysers, CA"
2018-01-22T23:32:16.450Z,64.5241,-150.2803,1.5,ak,"55km SSE of Manley Hot Springs, Alaska"
2018-01-22T23:29:26.390Z,33.4105,-116.3023333,0.38,ci,"18km NNE of Borrego Springs, CA"
2018-01-22T23:27:05.370Z,38.7421667,-122.7016667,1.17,nc,"4km SSW of Anderson Springs, CA"
2018-01-22T23:23:20.660Z,35.9955,-120.8895,1.1,nc,"3km SSE of San Ardo, CA"
2018-01-22T23:21:09.400Z,38.7491667,-122.7153333,2.25,nc,"4km SW of Anderson Springs, CA"
2018-01-22T23:14:59.330Z,-52.9146,25.7382,5,us,South of Africa
2018-01-22T23:04:38.330Z,37.6616667,-118.8653333,0.51,nc,"10km ENE of Mammoth Lakes, CA"
2018-01-22T22:59:02.503Z,62.1887,-149.4038,1.8,ak,"23km E of Y, Alaska"
2018-01-22T22:51:13.325Z,65.2825,-149.1444,1.9,ak,"71km NW of Ester, Alaska"
2018-01-22T22:39:11.480Z,-3.5186,138.4194,4.1,us,"234km E of Enarotali, Indonesia"
2018-01-22T22:32:02.640Z,37.6646667,-118.8798333,-0.2,nc,"9km ENE of Mammoth Lakes, CA"
2018-01-22T22:24:05.110Z,38.8293333,-122.8561667,1.08,nc,"10km NW of The Geysers, CA"
2018-01-22T22:21:40.958Z,36.2212,-116.4351,0,nn,"40km W of Pahrump, Nevada"
2018-01-22T22:16:49.502Z,51.7908,-176.7384,1.8,ak,"11km SSW of Adak, Alaska"
2018-01-22T22:05:32.280Z,37.472,-118.8408333,0.75,nc,"17km SW of Toms Place, CA"
2018-01-22T22:04:43.660Z,38.7535,-122.722,0.66,nc,"4km SW of Anderson Springs, CA"
2018-01-22T22:01:36.845Z,63.1313,-152.6866,1.1,ak,"148km E of McGrath, Alaska"
2018-01-22T22:00:53.560Z,37.4736667,-121.6865,0.89,nc,"17km NE of Alum Rock, CA"
2018-01-22T22:00:07.560Z,45.7528,-112.1203,2.6,us,"13km S of Whitehall, Montana"
2018-01-22T21:57:20.000Z,-12.491,167.1231,4.4,us,"160km NNW of Sola, Vanuatu"
2018-01-22T21:51:55.720Z,35.8658333,-119.8588333,2.32,nc,"18km SSE of Kettleman City, CA"
2018-01-22T21:48:02.032Z,36.7001,-116.3161,0.1,nn,"45km ESE of Beatty, Nevada"
2018-01-22T21:44:22.620Z,33.8748333,-117.5056667,0.94,ci,"2km ESE of Home Gardens, CA"
2018-01-22T21:35:03.459Z,64.4191,-149.4494,0.5,ak,"24km SW of North Nenana, Alaska"
2018-01-22T21:31:49.686Z,62.9046,-151.1255,1.3,ak,"83km NW of Talkeetna, Alaska"
2018-01-22T21:31:12.342Z,40.6428,-119.5981,1.3,nn,"19km WNW of Gerlach-Empire, Nevada"
2018-01-22T21:30:48.430Z,33.5216667,-116.5675,0.78,ci,"10km ESE of Anza, CA"
2018-01-22T21:17:42.630Z,38.8331667,-122.7863333,0.76,nc,"6km WNW of Cobb, CA"
2018-01-22T21:12:41.950Z,51.6209,178.1431,2.6,us,"44km SW of Little Sitkin Island, Alaska"
2018-01-22T20:58:01.554Z,61.5513,-149.7964,1.3,ak,"8km S of Houston, Alaska"
2018-01-22T20:57:17.270Z,38.836834,-122.786499,0.56,nc,"6km WNW of Cobb, CA"
2018-01-22T20:55:15.390Z,38.8165,-122.7921667,1.6,nc,"5km NW of The Geysers, CA"
2018-01-22T20:53:19.300Z,38.837,-122.785,1.96,nc,"6km WNW of Cobb, CA"
2018-01-22T20:51:59.700Z,59.6193,-153.082,1.8,ak,"72km WSW of Anchor Point, Alaska"
2018-01-22T20:50:56.640Z,38.8388333,-122.8753333,0.72,nc,"12km WNW of The Geysers, CA"
2018-01-22T20:49:58.860Z,-8.9612,110.0071,4.4,us,"115km SSW of Bambanglipuro, Indonesia"
2018-01-22T20:47:01.307Z,59.3198,-134.6884,1.9,ak,"38km ESE of Skagway, Alaska"
2018-01-22T20:46:33.678Z,60.3971,-147.7088,1.8,ak,"67km SE of Whittier, Alaska"
2018-01-22T20:42:32.773Z,58.189,-155.3049,1.3,ak,"96km SE of King Salmon, Alaska"
2018-01-22T20:34:44.020Z,38.8255005,-122.8119965,1.06,nc,"7km NW of The Geysers, CA"
2018-01-22T20:29:04.410Z,33.855,-117.4871667,1.1,ci,"4km SE of Home Gardens, CA"
2018-01-22T20:26:06.410Z,33.6653333,-117.1406667,1.14,ci,"7km SW of Winchester, CA"
2018-01-22T20:23:04.470Z,36.8865,-121.615,1.48,nc,"2km E of Aromas, CA"
2018-01-22T20:09:52.858Z,51.3336,178.4696,2.4,ak,"68km S of Little Sitkin Island, Alaska"
2018-01-22T20:08:43.770Z,34.9908333,-118.1933333,1.55,ci,"7km SSW of Mojave, CA"
2018-01-22T20:06:26.100Z,38.7788333,-122.714,0.38,nc,"2km WNW of Anderson Springs, CA"
2018-01-22T20:05:28.831Z,62.9907,-150.6895,1.3,ak,"80km NNW of Talkeetna, Alaska"
2018-01-22T19:55:31.200Z,38.8274994,-122.854332,0.7,nc,"10km WNW of The Geysers, CA"
2018-01-22T19:55:09.520Z,46.869,-112.513,0.53,mb,"16km SE of Lincoln, Montana"
2018-01-22T19:47:50.230Z,38.7653333,-122.696,0.62,nc,"1km SSW of Anderson Springs, CA"
2018-01-22T19:45:40.565Z,60.5555,-152.4373,0.3,ak,"18km ENE of Redoubt Volcano, Alaska"
2018-01-22T19:45:34.270Z,38.7626667,-122.7121667,1.82,nc,"2km SW of Anderson Springs, CA"
2018-01-22T19:44:16.830Z,33.0463333,-116.0203333,1.75,ci,"15km SE of Ocotillo Wells, CA"
2018-01-22T19:39:58.120Z,5.6337,-32.8788,5,us,Central Mid-Atlantic Ridge
2018-01-22T19:36:25.680Z,5.7912,-33.2805,4.3,us,Central Mid-Atlantic Ridge
2018-01-22T19:33:25.881Z,38.4346,-118.8905,1.8,nn,"25km WSW of Hawthorne, Nevada"
2018-01-22T19:32:09.310Z,38.7958336,-122.776001,0.55,nc,"3km NW of The Geysers, CA"
2018-01-22T19:25:45.510Z,33.752,-116.1625,1.25,ci,"6km NE of Indio, CA"
2018-01-22T19:23:05.285Z,38.3892,-118.9016,1.3,nn,"28km WSW of Hawthorne, Nevada"
2018-01-22T19:06:55.987Z,61.9171,-149.9834,1.6,ak,"19km N of Willow, Alaska"
2018-01-22T18:58:26.520Z,33.791,-116.9256667,0.83,ci,"3km ENE of San Jacinto, CA"
2018-01-22T18:55:40.768Z,57.6545,-154.165,2,ak,"16km NW of Larsen Bay, Alaska"
2018-01-22T18:53:59.740Z,33.6666667,-116.7733333,0.84,ci,"10km SSW of Idyllwild, CA"
2018-01-22T18:46:20.440Z,38.8415,-122.8398333,0.48,nc,"10km NW of The Geysers, CA"
2018-01-22T18:39:03.129Z,61.4263,-146.6423,1.8,ak,"36km NNW of Valdez, Alaska"
2018-01-22T18:35:54.730Z,38.7905006,-122.7621689,0.5,nc,"2km NNW of The Geysers, CA"
2018-01-22T18:17:53.418Z,65.4141,-149.9394,1.5,ak,"56km NE of Manley Hot Springs, Alaska"
2018-01-22T18:08:49.400Z,38.8424988,-122.8414993,0.36,nc,"10km NW of The Geysers, CA"
2018-01-22T18:02:13.280Z,38.8125,-122.8318333,0.29,nc,"8km WNW of The Geysers, CA"
2018-01-22T17:44:27.885Z,63.4951,-149.1178,1.1,ak,"14km NW of Cantwell, Alaska"
2018-01-22T17:41:46.705Z,66.2571,-142.1821,1.6,ak,"97km ENE of Circle, Alaska"
2018-01-22T17:38:14.666Z,60.0537,-151.7053,1.4,ak,"31km NNE of Anchor Point, Alaska"
2018-01-22T17:22:33.400Z,35.9882,-97.8729,2.9,us,"13km S of Hennessey, Oklahoma"
2018-01-22T17:21:29.110Z,8.9363,126.255,4.2,us,"3km W of Bacolod, Philippines"
2018-01-22T17:16:22.850Z,33.8523333,-117.498,1.91,ci,"4km SE of Home Gardens, CA"
2018-01-22T17:06:04.740Z,19.4561,-68.4323,3.27,pr,"20km NNW of Otra Banda, Dominican Republic"
2018-01-22T17:04:28.963Z,61.4384,-150.0208,1,ak,"9km SSW of Big Lake, Alaska"
2018-01-22T17:02:22.130Z,20.2205,-155.789,2.08,hv,"2km SE of Kapaau, Hawaii"
2018-01-22T16:59:11.810Z,38.2791,-118.8259,0.7,nn,"32km SSW of Hawthorne, Nevada"
2018-01-22T16:56:01.115Z,64.4755,-146.6514,0.8,ak,"13km ESE of Salcha, Alaska"
2018-01-22T16:51:19.350Z,17.9281,-66.8363,1.66,pr,"7km SSW of Indios, Puerto Rico"
2018-01-22T16:51:03.780Z,33.509,-116.7953333,0.91,ci,"10km NE of Aguanga, CA"
2018-01-22T16:49:11.310Z,19.1651,-68.4983,3.43,pr,"57km ENE of Miches, Dominican Republic"
2018-01-22T16:47:07.907Z,62.9352,-151.3963,1.3,ak,"94km NW of Talkeetna, Alaska"
2018-01-22T16:43:23.810Z,33.494,-116.7908333,0.53,ci,"9km NE of Aguanga, CA"
2018-01-22T16:33:12.993Z,63.5704,-150.9933,1.1,ak,"103km WNW of Cantwell, Alaska"
2018-01-22T16:20:44.015Z,64.7361,-151.5351,2,ak,"51km SW of Manley Hot Springs, Alaska"
